,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,EVENT,GENDER
50,"Fraley, Veronica",FR-1,Clemson,52.90m,"173' 7""",LSU Alumni Gold,2019-04-20,DT,W
50,"Flowers, Grace",SO-2,Arkansas State,52.90m,"173' 7""",Sun Belt Outdoor Track and Field Championships,2019-05-10,DT,W
52,"Thomas, Diamond",SR-4,UT-Rio Grande Valley,52.73m,"173' 0""",J Fred Duckett Twilight Meet,2019-04-20,DT,W
53,"Tanczos, Rachel",SO-2,Notre Dame,52.71m,"172' 11""",Jesse Owens Classic - The Ohio State University,2019-04-26,DT,W
54,"Caldwell, Lauryn",SR-4,Sam Houston St.,52.50m,"172' 3""",Michael Johnson Invitational,2019-04-19,DT,W
55,"Jones, Danisha",SR-4,Southern Miss.,52.40m,"171' 11""",Tiger Track Classic 2019,2019-04-05,DT,W
56,"Johnson, Dominique",JR-3,James Madison,52.38m,"171' 10""",Miami Hurricane Alumni Invitational,2019-04-12,DT,W
57,"Sieg, Tarynn",FR-1,Colorado St.,52.31m,"171' 7""",Beach Invitational,2019-04-19,DT,W
58,"Jones, Lauren",SO-2,Oklahoma,52.30m,"171' 7""",Big 12 Outdoor Track and Field Championships,2019-05-10,DT,W
59,"Neal, Zaresha",FR-1,Bowling Green,52.23m,"171' 4""",Virginia Challenge,2019-04-19,DT,W
60,"Merrick, Hayden",SR-4,Georgia,52.21m,"171' 3""",Torrin Lawrence Memorial,2019-04-26,DT,W
61,"Brown, Shelby",JR-3,Nebraska,52.08m,"170' 10""",Kansas Relays,2019-04-17,DT,W
62,"Detloff, Molli",SR-4,North Dakota,52.03m,"170' 8""",UIW Cardinal Spring Break Classic,2019-03-14,DT,W
63,"Finley, Matia",JR-3,UMKC,51.92m,"170' 4""",John McDonnell Invitational,2019-04-12,DT,W
64,"Mehl, Virginia",SO-2,Washington,51.86m,"170' 2""",2019 Ken Shannon Invitational,2019-05-04,DT,W
65,"Vandeput, Babette",SO-2,Arkansas State,51.76m,"169' 10""",Sun Belt Outdoor Track and Field Championships,2019-05-10,DT,W
66,"Olatoye, Sade",JR-3,Ohio State,51.65m,"169' 5""",Big Ten Championships,2019-05-10,DT,W
67,"Jaidi, Mona",JR-3,Memphis,51.61m,"169' 4""",The American Outdoor Track & Field Championships,2019-05-10,DT,W
68,"Salone, Jaimi",JR-3,Stanford,51.45m,"168' 9""",2019 Pac-12 Track & Field Championships,2019-05-04,DT,W
69,"Leppelmeier, Molly",SO-2,Kentucky,51.43m,"168' 9""",Florida Relays,2019-03-28,DT,W
70,"Johnston, Maggie",JR-3,Samford,51.40m,"168' 8""",2019 Southern Conference Outdoor Track & Field Championships,2019-04-27,DT,W
71,"WALKER, Haley",SO-2,North Texas,51.29m,"168' 3""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,DT,W
72,"Valdivieso, Sierra",SO-2,Cal St. Fullerton,51.20m,"168' 0""",2019 Triton Invitational,2019-04-12,DT,W
73,"Zilkey, Michala",JR-3,Utah State,51.09m,"167' 7""",Beach Invitational,2019-04-19,DT,W
73,"Baker, Bailey",SR-4,Michigan,51.09m,"167' 7""",Len Paddock Open,2019-05-03,DT,W
75,"Stone, Ronna",JR-3,Oregon,51.04m,"167' 5""",2019 Pac-12 Track & Field Championships,2019-05-04,DT,W
76,"Freeman, Nikki",JR-3,Southern Illinois,50.95m,"167' 2""",2019 Billy Hayes Invitational,2019-05-03,DT,W
77,"Okeke, Happiness",JR-3,Texas Tech,50.93m,"167' 1""",Michael Johnson Invitational,2019-04-19,DT,W
78,"Kristjnsdttir, Thelma",FR-1,Virginia,50.92m,"167' 1""","Virginia v. Maryland, Pitt, West Virginia",2019-04-06,DT,W
78,"Crockett, Tamia",JR-3,Tennessee,50.92m,"167' 1""",SEC Outdoor Track & Field Championships,2019-05-09,DT,W
80,"Tennant, Grace",SO-2,Kent State,50.91m,"167' 0""",Tennessee Relays,2019-04-11,DT,W
81,"Sawyer, Phontavia",SR-4,Towson,50.85m,"166' 10""",125th Penn Relays,2019-04-25,DT,W
82,"Latimer, Taylor",SO-2,Kansas State,50.83m,"166' 9""",Big 12 Outdoor Track and Field Championships,2019-05-10,DT,W
83,"Taiwo, Shey",SO-2,Ole Miss,50.61m,"166' 0""",Spec Towns Invitational,2019-04-05,DT,W
84,"Smith, Lonnie",SR-4,Abilene Christian,50.57m,"165' 11""",ACU Wes Kittley Invitational & Multi 2019,2019-03-14,DT,W
85,"Duut, Enid",FR-1,Virginia Tech,50.54m,"165' 10""",2019 Triton Invitational,2019-04-12,DT,W
86,"Johnson, CeCe",JR-3,Missouri,50.52m,"165' 9""",Tom Botts Invitational,2019-04-19,DT,W
87,"Wallace, Chelsea",FR-1,William and Mary,50.48m,"165' 7""",CAA Outdoor Track and Field Championships,2019-05-03,DT,W
88,"Blake, Ashlie",SR-4,UCLA,50.46m,"165' 7""",USC vs UCLA,2019-04-27,DT,W
89,"Slawson, Kelsey",SR-4,Wichita State,50.32m,"165' 1""",Kansas Relays,2019-04-17,DT,W
90,"Smith, Malin",FR-1,Cincinnati,50.31m,"165' 1""",2019 Billy Hayes Invitational,2019-05-03,DT,W
91,"Finley, Rebecca",JR-3,UMKC,50.30m,"165' 0""",Zach Kindler Wildcat Invite,2019-04-27,DT,W
92,"Marshall, Patience",FR-1,Campbell,50.21m,"164' 9""",Big South Outdoor Track and Field Championships,2019-05-08,DT,W
93,"McShane , Lindsay",JR-3,Oregon State,50.16m,"164' 7""",Oregon State High Performance Meet,2019-04-26,DT,W
94,"Gustafson, Aliyah",SR-4,Bowling Green,50.14m,"164' 6""",Blizzard Buster,2019-03-23,DT,W
95,"Roe, Matilde",FR-1,Northern Arizona,50.13m,"164' 6""",2019 Desert Heat Classic,2019-04-27,DT,W
96,"Spradlin, Jordan",FR-1,Arizona,50.08m,"164' 4""",2019 Triton Invitational,2019-04-12,DT,W
97,"Edwards-Campbell, Kourtney",SR-4,East Carolina,50.02m,"164' 1""",The American Outdoor Track & Field Championships,2019-05-10,DT,W
97,"Aquilla, Adelaide",FR-1,Ohio State,50.02m,"164' 1""",Virginia Challenge,2019-04-19,DT,W
99,"Spencer, Marika",FR-1,Nebraska,50.01m,"164' 1""",2019 Husker Spring Invitational,2019-04-05,DT,W
100,"McKinley, Tori",SO-2,Auburn,49.96m,"163' 11""",SEC Outdoor Track & Field Championships,2019-05-09,DT,W
1,"Ewen, Maggie",SR-4,Arizona State,61.27m,"201' 0""",39th Sun Angel Classic,2018-04-05,DT,W
2,"Lawrence, Shadae",JR-3,Kansas State,61.08m,"200' 5""",Roadrunner Invitational,2018-03-22,DT,W
3,"Barnett, Tarasue",SR-4,Grand Canyon,60.74m,"199' 3""",Western Athletic Conference Outdoor Track and Field Champion,2018-05-09,DT,W
4,"Allman, Valarie",SR-4,Stanford,60.65m,"199' 0""",Stanford Invitational,2018-03-30,DT,W
5,"Brown, Serena",SO-2,Texas A&M,60.39m,"198' 1""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,DT,W
6,"Emilianov, Alexranda",FR-1,Kansas,60.24m,"197' 8""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,DT,W
7,"Tausaga, Laulauga",SO-2,Iowa,59.86m,"196' 5""",LSU Battle on the Bayou,2018-04-07,DT,W
8,"Woodard, Jessica",SR-4,Oklahoma,58.14m,"190' 9""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,DT,W
9,"Jacobs, Gabi",JR-3,Missouri,58.11m,"190' 8""",Tom Botts,2018-04-20,DT,W
10,"Esser, Agnes",SR-4,Minnesota,57.98m,"190' 3""",Beach Invitational,2018-04-20,DT,W
11,"Love, Shanice",SO-2,Florida State,57.77m,"189' 6""",Mt. SAC Relays,2018-04-19,DT,W
12,"Daniels, Katelyn",SR-4,Michigan State,57.75m,"189' 6""",Big Ten Championships,2018-05-11,DT,W
13,"Hazlewood, Micaela",SR-4,Purdue,57.34m,"188' 1""",2018 Drake Relays presented by Hy-Vee,2018-04-25,DT,W
14,"Zarankaite, Ieva",SR-4,Florida State,57.15m,"187' 6""",Mt. SAC Relays,2018-04-19,DT,W
15,"Wilson, Abigale",JR-3,Akron,56.62m,"185' 9""",Beach Invitational,2018-04-20,DT,W
16,"Scarvelis, Stamatia",JR-3,Tennessee,56.41m,"185' 1""",USC Power 5 Challenge,2018-03-23,DT,W
17,"Amaechi, Obiageri",FR-1,Princeton,55.92m,"183' 5""",IC4A/ECAC DI Outdoor Track & Field Championships,2018-05-12,DT,W
18,"Hopkins, Kayla",SR-4,Fresno State,55.73m,"182' 10""",Bulldog Invitational,2018-04-28,DT,W
19,"Rashid, Zakiya",SO-2,Miami,55.68m,"182' 8""",USC Power 5 Challenge,2018-03-23,DT,W
20,"Melgar, Kayla",JR-3,Abilene Christian,55.51m,"182' 1""",2018 TCU Invitational,2018-03-16,DT,W
21,"Wilson, Alyssa",FR-1,UCLA,55.11m,"180' 10""",UCLA vs. USC Dual,2018-04-29,DT,W
22,"Ajagbe, Debbie",FR-1,Miami,55.07m,"180' 8""",USC Power 5 Challenge,2018-03-23,DT,W
23,"Cameron, Lloydricia",SR-4,Florida,55.05m,"180' 7""",SEC Outdoor Track and Field Championships,2018-05-11,DT,W
24,"Anumba, Ashley",FR-1,Penn,55.00m,"180' 5""",Ivy League Outdoor Track & Field Championships,2018-05-05,DT,W
25,"Stewart, Janeah",SR-4,Ole Miss,54.91m,"180' 2""",SEC Outdoor Track and Field Championships,2018-05-11,DT,W
26,"Meyer, Alex",JR-3,Nebraska,54.75m,"179' 7""",2018 Nebraska Invitational,2018-05-05,DT,W
27,"Gordon, Meia",SO-2,Oklahoma,54.70m,"179' 5""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,DT,W
28,"Usual, Seasons",FR-1,Texas Tech,54.59m,"179' 1""",ACU Wes Kittley Invitational,2018-03-23,DT,W
29,"Oladipo, Divine",SO-2,Connecticut,54.23m,"177' 11""",Penn Relays,2018-04-26,DT,W
30,"Reese, Erin",JR-3,Indiana State,53.98m,"177' 1""",Ole Miss Classic,2018-03-31,DT,W
31,"Kimmel, Maura",SO-2,Penn,53.83m,"176' 7""",Raleigh Relays,2018-03-30,DT,W
32,"Detloff, Molli",JR-3,North Dakota,53.82m,"176' 7""",Beach Invitational,2018-04-20,DT,W
33,"Forrest, Makenli",FR-1,Louisville,53.75m,"176' 4""",California Collegiate Open,2018-03-31,DT,W
34,"Daucher, Miranda",SR-4,Buffalo,53.70m,"176' 2""",Bison Outdoor Classic,2018-04-14,DT,W
35,"Ababio, Claudia",SR-4,Maryland,53.59m,"175' 10""",Big Ten Championships,2018-05-11,DT,W
36,"Sabin, Kiley",JR-3,Minnesota,53.58m,"175' 9""",Beach Invitational,2018-04-20,DT,W
37,"Muzzio, Maria",SO-2,Colorado St.,53.50m,"175' 6""",Mountain West Outdoor Track & Field Championships,2018-05-09,DT,W
38,"Jones, Lauren",FR-1,Oklahoma,53.26m,"174' 9""",Penn Relays,2018-04-26,DT,W
39,"Bremel, Amarie",SR-4,California,53.18m,"174' 6""",2018 Pac-12 Track & Field Championships,2018-05-12,DT,W
40,"Petr, Ashley",SO-2,Kansas State,53.17m,"174' 5""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,DT,W
40,"Jaidi, Mona",SO-2,Memphis,53.17m,"174' 5""",ASU Red Wolf Open,2018-04-20,DT,W
42,"Mader, Kendall",JR-3,California,53.15m,"174' 4""",2018 Pac-12 Track & Field Championships,2018-05-12,DT,W
43,"Bruckner, Elena",SO-2,Texas,53.11m,"174' 3""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,DT,W
43,"Schaefer , Josie",FR-1,Wisconsin,53.11m,"174' 3""",Wisconsin Twilight,2018-05-04,DT,W
45,"Lenton, Samantha",FR-1,Memphis,53.02m,"173' 11""",ASU Red Wolf Open,2018-04-20,DT,W
46,"Barton, Hanna",JR-3,Wisconsin,52.99m,"173' 10""",Wisconsin Twilight,2018-05-04,DT,W
47,"Coward, Barbara",JR-3,UC Irvine,52.92m,"173' 7""",Beach Pacific Coast Intercollegiate,2018-04-19,DT,W
48,"Flint, Brenn",JR-3,Utah State,52.79m,"173' 2""",Mountain West Outdoor Track & Field Championships,2018-05-09,DT,W
49,"Bedard, Kelcey",JR-3,Colorado St.,52.73m,"173' 0""",2018 Tom Benich Invitational,2018-03-31,DT,W
50,"Clunis, Nayoka",JR-3,Minnesota,52.67m,"172' 10""",Cougar Spring Break Invitational,2018-03-15,DT,W
51,"Carr, Calea",SR-4,Arkansas State,52.55m,"172' 5""",Memphis Tiger Invitational,2018-04-27,DT,W
52,"Spanoudakis , Konstadina",FR-1,Iowa,52.51m,"172' 3""",Big Ten Championships,2018-05-11,DT,W
53,"Howard, Erin",FR-1,Central Michigan,52.42m,"172' 0""",Ashland Alumni Open,2018-04-27,DT,W
53,"Gustafson, Aliyah",SR-4,Bowling Green,52.42m,"172' 0""",Bowling Green State vs Toledo Dual,2018-04-05,DT,W
55,"Laufenberg, Sydney",SO-2,Illinois State,52.36m,"171' 9""",Illinois State Redbird Invitational,2018-04-14,DT,W
55,"Leppelmeier, Molly",FR-1,Purdue,52.36m,"171' 9""",Big Ten Championships,2018-05-11,DT,W
57,"Warren, Portious",JR-3,Alabama,52.35m,"171' 9""",SEC Outdoor Track and Field Championships,2018-05-11,DT,W
57,"Baker, Mohogany",SR-4,East Carolina,52.35m,"171' 9""",NCAT Aggie Invitational,2018-04-13,DT,W
59,"Torres, Yazmin",SR-4,Fresno State,52.31m,"171' 7""",Bulldog Invitational,2018-04-28,DT,W
60,"Monie, Nora",JR-3,Houston,52.27m,"171' 6""",Mt. SAC Relays,2018-04-19,DT,W
61,"Phelps, Kiana",SO-2,Oregon,52.26m,"171' 5""",Mt. SAC Relays,2018-04-19,DT,W
62,"Crosse, Tasha",SR-4,Sam Houston St.,52.23m,"171' 4""",ACU Last Chance Meet,2018-05-13,DT,W
63,"Cause, Galissia",SR-4,East Carolina,52.20m,"171' 3""",The American Outdoor Track & Field Championships,2018-05-11,DT,W
64,"Smith, Lonnie",JR-3,Abilene Christian,52.17m,"171' 2""",ACU Oliver Jackson Twilight 2018,2018-04-26,DT,W
65,"Hames, Bryanna",SR-4,Elon,52.11m,"170' 11""",Duke Invitational,2018-04-20,DT,W
66,"Noennig, Samantha",FR-1,Arizona State,52.01m,"170' 8""",2018 Desert Heat Classic,2018-04-28,DT,W
67,"Anderson, Amanda",FR-1,North Dakota State,51.99m,"170' 7""",Beach Pacific Coast Intercollegiate,2018-04-19,DT,W
68,"Grange, Gleneve",SR-4,Florida State,51.92m,"170' 4""",UCF Black and Gold Challenge,2018-03-16,DT,W
68,"Nilles, Maddy",SO-2,North Dakota State,51.92m,"170' 4""",Stanford Invitational,2018-03-30,DT,W
70,"Rains, Gabrielle",SO-2,FIU,51.91m,"170' 4""",Miami Hurricane Collegiate Invitational,2018-04-14,DT,W
71,"Blake, Ashlie",JR-3,UCLA,51.87m,"170' 2""",UCLA vs. USC Dual,2018-04-29,DT,W
72,"Haas, Destinee",FR-1,North Dakota,51.86m,"170' 2""",NDSU Tune Up,2018-05-04,DT,W
73,"Vollmer, Kasie",JR-3,South Dakota St.,51.75m,"169' 9""",2018 Summit League Championships,2018-05-10,DT,W
74,"Muzaric, Ivana",JR-3,Auburn,51.73m,"169' 9""",SEC Outdoor Track and Field Championships,2018-05-11,DT,W
75,"Vandeput, Babette",FR-1,Arkansas State,51.71m,"169' 8""",Sun Belt Outdoor Track and Field Championships,2018-05-11,DT,W
76,"Gorum, Taylor",FR-1,Florida A&M,51.69m,"169' 7""",MEAC Outdoor Track & Field Championships,2018-05-03,DT,W
77,"Okeke, Happiness",SO-2,Texas Tech,51.63m,"169' 5""",UTSA Invitational,2018-03-16,DT,W
77,"Thomas, Diamond",JR-3,Texas A&M-CC,51.63m,"169' 5""",Victor Lopez Classic,2018-03-22,DT,W
79,"Henderson, Essence",FR-1,Iowa State,51.62m,"169' 4""",Michael Johnson Invitational,2018-04-21,DT,W
80,"Bickham, Tyra",SR-4,Wichita State,51.58m,"169' 3""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,DT,W
81,"Vaimaona, Patria",JR-3,Liberty,51.39m,"168' 7""",Big South Conference Outdoor Track and Field Championships,2018-05-09,DT,W
82,"Russell, Terrisa",JR-3,FIU,51.37m,"168' 6""",Miami Hurricane Collegiate Invitational,2018-04-14,DT,W
83,"Jones, Danisha",JR-3,Southern Miss.,51.10m,"167' 8""",ULM Warhawk Classic,2018-04-13,DT,W
84,"Warren, Breanna",SR-4,Elon,51.01m,"167' 4""",High Point VertKlasse,2018-04-06,DT,W
85,"Natrasevschi, Josie",JR-3,Brown,50.90m,"167' 0""",Ivy League Outdoor Track & Field Championships,2018-05-05,DT,W
85,"Igberaese, Chelsea",FR-1,Liberty,50.90m,"167' 0""",Liberty Twilight Qualifier,2018-05-02,DT,W
87,"O'Dell, Kennedy",SR-4,Princeton,50.89m,"166' 11""",Texas Invitational,2018-04-13,DT,W
88,"Retzlaff, Bailey",SO-2,North Dakota State,50.82m,"166' 9""",2018 Summit League Championships,2018-05-10,DT,W
89,"Wortham, Jaevyn",JR-3,Troy,50.76m,"166' 6""",South Alabama Jaguar Classic,2018-03-16,DT,W
90,"Holmes-Digiovine, Makenzi",SR-4,High Point,50.57m,"165' 11""",Phoenix Invitational 2018,2018-04-14,DT,W
91,"Herra, Lindsay",SR-4,Virginia Tech,50.48m,"165' 7""",Beach Invitational,2018-04-20,DT,W
92,"Iversen, Elizabeth",SR-4,Bowling Green,50.46m,"165' 7""",Miami Duals,2018-04-14,DT,W
93,"Crockett, Tamia",SO-2,Tennessee,50.36m,"165' 3""",Tennessee Relays,2018-04-12,DT,W
94,"De Poorter, Nina",SO-2,Memphis,50.32m,"165' 1""",ASU Red Wolf Open,2018-04-20,DT,W
95,"Green, Carter",JR-3,Virginia,50.24m,"164' 10""",Virginia Challenge,2018-04-20,DT,W
96,"Julifs, Holly",JR-3,Alabama,50.20m,"164' 8""",UTSA Invitational,2018-03-16,DT,W
97,"Uhl, Natalie",SR-4,Louisville,50.18m,"164' 7""",2018 Louisville Invitational,2018-04-13,DT,W
98,"Sanders, Camora",JR-3,VCU,50.14m,"164' 6""",A-10 Championships,2018-05-05,DT,W
99,"Hicks, Mia",JR-3,UTSA,50.12m,"164' 5""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,DT,W
100,"WALKER, Haley",FR-1,North Texas,50.08m,"164' 4""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,DT,W
