,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,EVENT,GENDER
60,"Tharaldsen, Jonathan",JR-3,Minnesota,55.08m,"180' 8""",Drake Relays presented by Hy-Vee,2019-04-24,DT,M
61,"Howard, Terrance",SR-4,Marquette,54.91m,"180' 2""",South Florida Collegeiate Invitational,2019-04-19,DT,M
62,"Steward, Kevin",JR-3,Stephen F. Austin,54.86m,"180' 0""",Michael Johnson Invitational,2019-04-19,DT,M
63,"Schulz, Ian",SO-2,Arizona State,54.85m,"179' 11""",2019 Pac-12 Track & Field Championships,2019-05-04,DT,M
64,"Plesko, Nace",SR-4,Virginia,54.77m,"179' 8""",ACC Championships,2019-05-09,DT,M
65,"Brennan, Sean",SR-4,Navy,54.72m,"179' 6""",Patriot League Outdoor Track & Field Championships,2019-05-03,DT,M
66,"Morris, Jackson",FR-1,Colorado St.,54.70m,"179' 5""",Jack Christiansen Invitational,2019-04-26,DT,M
67,"Gibbons, Triston",FR-1,Houston,54.67m,"179' 4""",Houston Spring Break Invitational,2019-03-14,DT,M
68,"Busby, Brandon",SO-2,Texas State,54.66m,"179' 4""",Sun Belt Outdoor Track and Field Championships,2019-05-10,DT,M
69,"Bandel, Connor",SO-2,Florida,54.61m,"179' 2""",UF Tom Jones Memorial,2019-04-26,DT,M
70,"Ballivian, Jose",SO-2,Liberty,54.55m,"179' 0""",ASUN Outdoor Track & Field Championships,2019-05-10,DT,M
70,"Sobota, Josh",FR-1,Kentucky,54.55m,"179' 0""",Drake Relays presented by Hy-Vee,2019-04-24,DT,M
72,"Johnson, Benjamin",SR-4,East Tenn. St.,54.53m,"178' 11""",2019 Southern Conference Outdoor Track & Field Championships,2019-04-27,DT,M
73,"Cook, Jr., Kelly",SO-2,William and Mary,54.47m,"178' 8""",CAA Outdoor Track and Field Championships,2019-05-03,DT,M
74,"Peterson, Kyle",SR-4,Sacramento St.,54.39m,"178' 5""",UC-Riverside Spring Track Classic,2019-03-21,DT,M
75,"Dunkley, Kino",JR-3,South Dakota,54.38m,"178' 5""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,DT,M
76,"Coleman, Sebastian",FR-1,Long Beach St.,54.35m,"178' 4""",Titan Twilight,2019-05-03,DT,M
77,"Gehm, Zach",FR-1,Youngstown St.,54.17m,"177' 9""",Ashland Alumni Open,2019-04-19,DT,M
77,"Richardson, Preston",SR-4,William and Mary,54.17m,"177' 9""",CAA Outdoor Track and Field Championships,2019-05-03,DT,M
77,"Briggs, William",JR-3,Bucknell,54.17m,"177' 9""",Maroon and Gold Invitational,2019-04-27,DT,M
80,"Paul, Malik",JR-3,South Carolina,54.14m,"177' 7""",125th Penn Relays,2019-04-25,DT,M
81,"Ehrnsberger, Chance",SO-2,Ohio State,54.07m,"177' 5""",Virginia Challenge,2019-04-19,DT,M
81,"Carr, Josh",SR-4,Long Beach St.,54.07m,"177' 5""",Titan Twilight,2019-05-03,DT,M
83,"Brinson, Kenneth",SR-4,Army West Point,53.94m,"177' 0""",2019 Larry Ellis Invitational,2019-04-20,DT,M
84,"McArthur, Daniel",JR-3,North Carolina,53.92m,"176' 11""",Miami Hurricane Alumni Invitational,2019-04-12,DT,M
84,"Sonnenberg, Christian",SO-2,Utah State,53.92m,"176' 11""",2019 BYU Robison Invitational,2019-04-25,DT,M
86,"McMorris, Malik",SR-4,California,53.90m,"176' 10""",Big Meet,2019-04-06,DT,M
86,"Wray, Samuel",JR-3,Buffalo,53.90m,"176' 10""",University at Buffalo Track & Field Invite,2019-04-27,DT,M
88,"Joens, Parker",SO-2,Northern Arizona,53.79m,"176' 6""",Big Sky Outdoor Track & Field Championships,2019-05-08,DT,M
89,"Jarvis, Jefferson",SR-4,BYU,53.78m,"176' 5""",41st Annual Aztec Invitational,2019-03-22,DT,M
90,"Johnson, T'Mond",SR-4,Texas State,53.77m,"176' 5""",Roadrunner Invitational,2019-03-21,DT,M
91,"Short, Zack",JR-3,Idaho,53.54m,"175' 8""",2019 Mondo Team Challenge,2019-03-30,DT,M
92,"Plater, Manning",SO-2,Michigan,53.39m,"175' 2""",2019 Triton Invitational,2019-04-12,DT,M
93,"Lewis, Cameron",JR-3,Kansas State,53.38m,"175' 1""",Big 12 Outdoor Track and Field Championships,2019-05-10,DT,M
94,"McKinney, Brendan",SR-4,Marquette,53.35m,"175' 0""",South Florida Collegeiate Invitational,2019-04-19,DT,M
95,"Brennan, Drake",SR-4,Oregon,53.29m,"174' 10""",2019 Pac-12 Track & Field Championships,2019-05-04,DT,M
96,"King, Bailey",JR-3,Colorado St.,53.27m,"174' 9""",Mountain West Outdoor Track & Field Championship,2019-05-08,DT,M
97,"Wilson, Thomas",FR-1,Abilene Christian,53.15m,"174' 4""",Michael Johnson Invitational,2019-04-19,DT,M
97,"Shuler, Adam",JR-3,Florida,53.15m,"174' 4""",FSU Relays (College),2019-03-22,DT,M
99,"Mardal, Thomas",SO-2,Florida,53.04m,"174' 0""",UF Tom Jones Memorial,2019-04-26,DT,M
100,"Campbell, Jason",SO-2,Rutgers,52.98m,"173' 10""",Big Ten Championships,2019-05-10,DT,M
1,"Lucas, Ashmon",SO-2,Purdue,62.91m,"206' 5""",UCSD Triton Invitational,2018-04-13,DT,M
2,"Percy, Nicholas",SR-4,Nebraska,62.50m,"205' 1""",Pac-12+ vs Big Ten Invitational,2018-03-23,DT,M
2,"Percy, Nicholas",SR-4,Nebraska,62.50m,"205' 1""",Pac-12+ vs Big Ten Invitational,2018-03-23,DT,M
4,"Vaughn, Luke",SR-4,Memphis,62.18m,"204' 0""",Mt. SAC Relays,2018-04-19,DT,M
5,"Williams, Brian",SR-4,Ole Miss,61.54m,"201' 11""",LSU Invitational,2018-04-28,DT,M
6,"Thompson, Greg",JR-3,Maryland,61.29m,"201' 1""",Penn Relays,2018-04-26,DT,M
7,"Barta, Marek",SR-4,Virginia Tech,61.13m,"200' 7""",Florida Relays,2018-03-29,DT,M
8,"Lucas, David",JR-3,Penn State,60.97m,"200' 0""",Penn Relays,2018-04-26,DT,M
9,"Tuufuli, Reno",JR-3,Iowa,60.87m,"199' 8""",Big Ten Championships,2018-05-11,DT,M
10,"Evans, Jerimiah",FR-1,Michigan State,60.58m,"198' 9""",Big Ten Championships,2018-05-11,DT,M
11,"Ferguson, Kord",JR-3,Alabama,60.19m,"197' 6""",War Eagle Invitational 2018,2018-04-20,DT,M
12,"Hammer, Ben",JR-3,South Dakota,59.89m,"196' 6""",2018 Summit League Championships,2018-05-10,DT,M
13,"Kicinski, Eric",JR-3,Texas Tech,59.64m,"195' 8""",ACU Wes Kittley Invitational,2018-03-23,DT,M
14,"Otterdahl, Payton",JR-3,North Dakota State,59.45m,"195' 0""",Beach Pacific Coast Intercollegiate,2018-04-19,DT,M
15,"Comenentia, Denzel",JR-3,Georgia,58.81m,"192' 11""",Torrin Lawrence Memorial,2018-05-05,DT,M
16,"Evans, George",FR-1,Kansas,58.67m,"192' 6""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,DT,M
17,"Douglass, Kyle",SR-4,Montana State,58.66m,"192' 5""",Big Sky Outdoor Track & Field Championships,2018-05-08,DT,M
18,"Camp, Ryan",SO-2,TCU,58.55m,"192' 1""",39th Sun Angel Classic,2018-04-05,DT,M
19,"Ragonesi, Gian",SR-4,Miami,58.33m,"191' 4""",USC Power 5 Challenge,2018-03-23,DT,M
20,"Vallery, Rafael",SR-4,Memphis,58.30m,"191' 3""",Memphis Tiger Invitational,2018-04-27,DT,M
21,"Schmidt, Kai",JR-3,Abilene Christian,58.28m,"191' 2""",ACU Last Chance Meet,2018-05-13,DT,M
22,"Adams, Terrell",SO-2,Charlotte,58.15m,"190' 9""",Virginia Grand Prix,2018-04-28,DT,M
23,"Castle, Noah",JR-3,Kentucky,57.95m,"190' 1""",Florida Relays,2018-03-29,DT,M
24,"Mellusi, Eric",SR-4,Northeastern,57.66m,"189' 2""",Penn Relays,2018-04-26,DT,M
25,"Ceban, Nicolai",SR-4,Kansas,57.63m,"189' 1""",39th Sun Angel Classic,2018-04-05,DT,M
26,"Geist, Jordan",FR-1,Arizona,57.56m,"188' 10""",2018 Pac-12 Track & Field Championships,2018-05-12,DT,M
27,"Levi, Itamar",SR-4,Arkansas State,57.45m,"188' 6""",Memphis Tiger Invitational,2018-04-27,DT,M
28,"Davis, Khalil",JR-3,Nebraska,57.41m,"188' 4""",Big Ten Championships,2018-05-11,DT,M
29,"Damadzic, Adam",SR-4,UT-Arlington,57.39m,"188' 3""",Texas Tech Masked Rider Invite,2018-05-05,DT,M
30,"Kolb, John",SO-2,Louisville,57.28m,"187' 11""",2018 Louisville Invitational,2018-04-13,DT,M
31,"Zajac, Matthew",SR-4,Tennessee,57.21m,"187' 8""",Tennessee Challenge,2018-05-05,DT,M
32,"Droogsma, Austin",SR-4,Florida State,57.13m,"187' 5""",UCF Black and Gold Challenge,2018-03-16,DT,M
33,"Davis, Carlos",JR-3,Nebraska,57.11m,"187' 4""",Big Ten Championships,2018-05-11,DT,M
34,"Hampton, Kordell",JR-3,UC Santa Barbara,57.06m,"187' 2""",Beach Invitational,2018-04-20,DT,M
35,"Haugh, Daniel",JR-3,Alabama,56.98m,"186' 11""",War Eagle Invitational 2018,2018-04-20,DT,M
36,"Oladipo, Gabriel",FR-1,Texas A&M,56.84m,"186' 6""",Michael Johnson Invitational,2018-04-21,DT,M
37,"Washington, Turner",FR-1,Arizona,56.50m,"185' 4""",2018 Desert Heat Classic,2018-04-28,DT,M
38,"Awotunde, Josh",SR-4,South Carolina,56.46m,"185' 3""",Penn Relays,2018-04-26,DT,M
39,"Holtz, Isaac",JR-3,Northern Iowa,56.40m,"185' 0""",Wisconsin Twilight,2018-05-04,DT,M
40,"Hurley, Ricky",SO-2,Southern Illinois,56.37m,"184' 11""",2018 Lenny Lyles-Clark Wood Invitational,2018-04-27,DT,M
41,"Prena, Cullen",SR-4,Ole Miss,56.28m,"184' 8""",Ole Miss Classic,2018-03-31,DT,M
42,"McDonald, Josh",SR-4,Wisconsin,56.23m,"184' 6""",Wisconsin Twilight,2018-05-04,DT,M
43,"McArthur, Daniel",SO-2,North Carolina,56.10m,"184' 1""",Miami Hurricane Collegiate Invitational,2018-04-14,DT,M
44,"Gilbert, Corey",JR-3,Cal St. Fullerton,56.09m,"184' 0""",Titan Twilight,2018-05-05,DT,M
45,"Hirschmann, David",SR-4,Utah State,55.98m,"183' 8""",2018 BYU Robison Invitational,2018-04-26,DT,M
46,"Hunter, Joshua",JR-3,Abilene Christian,55.91m,"183' 5""",Southland Conference Outdoor Track & Field Championships,2018-05-04,DT,M
47,"Johnson, McKay",SO-2,California,55.79m,"183' 0""",2018 Big Meet,2018-04-07,DT,M
47,"Dunkley, Kino",SO-2,Nebraska,55.79m,"183' 0""",UCSD Triton Invitational,2018-04-13,DT,M
49,"Swarbrick, Daniel",SR-4,Cal St. Northridge,55.74m,"182' 10""",Beach Pacific Coast Intercollegiate,2018-04-19,DT,M
50,"Ehrnsberger, Chance",FR-1,Ohio State,55.71m,"182' 9""",Big Ten Championships,2018-05-11,DT,M
51,"Simmons, Ryan",JR-3,Abilene Christian,55.54m,"182' 3""",Southland Conference Outdoor Track & Field Championships,2018-05-04,DT,M
52,"Neelly, Brett",JR-3,Kansas State,55.48m,"182' 0""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,DT,M
53,"Coghill, Nicholas",SO-2,Nebraska,55.38m,"181' 8""",UCSD Triton Invitational,2018-04-13,DT,M
54,"Knight, Morgan",JR-3,Abilene Christian,55.27m,"181' 4""",McMurry War Hawk Classic,2018-03-23,DT,M
55,"Detillion, Trevor",SO-2,Kent State,55.20m,"181' 1""",Ohio State Univ. - Jesse Owens Track Classic,2018-04-20,DT,M
56,"Charles, Mitchel",SR-4,Princeton,55.19m,"181' 1""",2018 West Point Twilight,2018-05-10,DT,M
56,"Plesko, Nace",JR-3,Virginia,55.19m,"181' 1""",Virginia Grand Prix,2018-04-28,DT,M
58,"Peterson, Brian",JR-3,Texas,55.12m,"180' 10""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,DT,M
59,"Bandel, Connor",FR-1,Florida,55.03m,"180' 6""",FSU Relays,2018-03-23,DT,M
60,"Peterson, Kyle",JR-3,Sacramento St.,54.86m,"180' 0""",Causeway Classic Dual Meet,2018-04-27,DT,M
61,"Bozovicar, Irenej",SR-4,Manhattan,54.83m,"179' 11""",Metro Atlantic Outdoor Track & Field Championships,2018-05-05,DT,M
62,"Harris, Maurice",SR-4,Akron,54.76m,"179' 8""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,DT,M
63,"Padilla, Jose",SO-2,Washington,54.70m,"179' 5""",USC Trojan Invitational,2018-03-16,DT,M
64,"Culhane, Matt",SO-2,North Dakota,54.67m,"179' 4""",Big Sky Outdoor Track & Field Championships,2018-05-08,DT,M
65,"McMorris, Malik",JR-3,California,54.61m,"179' 2""",2018 Pac-12 Track & Field Championships,2018-05-12,DT,M
66,"Bjerk, Bryan",SR-4,Georgetown,54.57m,"179' 0""",BIG EAST Outdoor Track & Field Championships,2018-05-11,DT,M
67,"McGriff, David",SR-4,Lafayette,54.56m,"179' 0""",2018 Lafayette 8-Way Invitational,2018-03-31,DT,M
67,"Knowlton, Seth",SO-2,BYU,54.56m,"179' 0""",2018 BYU Robison Invitational,2018-04-26,DT,M
69,"Renard, Michael",SO-2,Army West Point,54.53m,"178' 11""",2018 West Point Twilight,2018-05-10,DT,M
70,"Evenson, Chris",FR-1,North Dakota,54.52m,"178' 10""",Big Sky Outdoor Track & Field Championships,2018-05-08,DT,M
70,"Lombardino, Brandon",SR-4,Kansas,54.52m,"178' 10""",2018 Jimmy John's ORU Invite,2018-03-31,DT,M
72,"Lenford , Charles",SO-2,Kentucky,54.44m,"178' 7""",SEC Outdoor Track and Field Championships,2018-05-11,DT,M
73,"Coker, Jackson",FR-1,South Dakota,54.35m,"178' 4""",2018 Summit League Championships,2018-05-10,DT,M
74,"Mitchell, Martinus",SR-4,SIU Edwardsville,54.21m,"177' 10""",Memphis Tiger Invitational,2018-04-27,DT,M
75,"Carr, Josh",JR-3,Long Beach St.,54.20m,"177' 10""",Adidas Steve Scott Invitational,2018-04-27,DT,M
76,"Maxwell, Joseph",FR-1,Tennessee,54.16m,"177' 8""",SEC Outdoor Track and Field Championships,2018-05-11,DT,M
77,"Sullins, Erich",JR-3,Arkansas,54.05m,"177' 4""",John McDonnell Invitational,2018-04-13,DT,M
78,"Hunter, Armon",JR-3,Cal St. Northridge,53.98m,"177' 1""",2018 Desert Heat Classic,2018-04-28,DT,M
79,"Lambrechts, Burger",FR-1,Nebraska,53.97m,"177' 1""",UCSD Triton Invitational,2018-04-13,DT,M
80,"Riddle, Austin",SR-4,Rice,53.87m,"176' 9""",UCSD Triton Invitational,2018-04-13,DT,M
81,"Smith, Bobby",FR-1,Texas State,53.82m,"176' 7""",Texas State Bobcat Classic,2018-04-27,DT,M
82,"Hassan, Mostafa",SR-4,Colorado St.,53.77m,"176' 5""",Mountain West Outdoor Track & Field Championships,2018-05-09,DT,M
83,"Morrison, Willie",JR-3,Indiana,53.76m,"176' 4""",Tennessee Relays,2018-04-12,DT,M
84,"Agwu, Noah",JR-3,Florida State,53.72m,"176' 3""",Penn Relays,2018-04-26,DT,M
84,"Tucker, Kyrin",SR-4,Northwestern St.,53.72m,"176' 3""",LSU Alumni Gold,2018-04-21,DT,M
86,"Mooers, John",JR-3,Rutgers,53.70m,"176' 2""",Virginia Challenge,2018-04-20,DT,M
87,"Yezek, Tom",SO-2,Northern Iowa,53.69m,"176' 2""",2018 MVC Outdoor Track & Field Championships,2018-05-11,DT,M
88,"Brown, Josh",FR-1,Texas A&M,53.64m,"176' 0""",Tom Tellez Invitational,2018-05-04,DT,M
89,"Akens, Aaron",JR-3,Sam Houston St.,53.63m,"175' 11""",ACU Last Chance Meet,2018-05-13,DT,M
90,"Wilson, Jonah",FR-1,Washington,53.57m,"175' 9""",USC Trojan Invitational,2018-03-16,DT,M
91,"Feasline, Logan",JR-3,Air Force,53.54m,"175' 8""",Jerry Quiller Classic 2018,2018-03-16,DT,M
92,"Meece, Sam",FR-1,Cincinnati,53.45m,"175' 4""",2018 Lenny Lyles-Clark Wood Invitational,2018-04-27,DT,M
93,"SRALLA, Karl",SO-2,North Texas,53.34m,"175' 0""",2018 TCU Invitational,2018-03-16,DT,M
94,"Voeks, Grant",SO-2,Clemson,53.30m,"174' 10""",UNF Spring Break Invitational,2018-03-23,DT,M
95,"Joyner, Iffy",FR-1,California,53.28m,"174' 10""",Sacramento State Hornet Invitational,2018-03-16,DT,M
96,"Neelly, Adam",SO-2,Memphis,53.27m,"174' 9""",Memphis Tiger Invitational,2018-04-27,DT,M
97,"Wray, Samuel",SO-2,Buffalo,53.24m,"174' 8""",Bison Outdoor Classic,2018-04-14,DT,M
98,"Jarvis, Jefferson",JR-3,BYU,53.15m,"174' 4""",40th Annual Aztec Open,2018-03-23,DT,M
99,"Clay, Alton",SR-4,UL-Monroe,53.11m,"174' 3""",Sun Belt Outdoor Track and Field Championships,2018-05-11,DT,M
99,"Ponzio, Nicholas",SR-4,USC,53.11m,"174' 3""",2018 Pac-12 Track & Field Championships,2018-05-12,DT,M
